Operation_Type,Operation,Input_Shapes,Predicted_result,Kernel_Name,Actual_Duration_us,Error_Percentage
matmul,linear,"[(1408, 1536), (1536, 1536)]",253176,matmul_linear_3003,70.942991,356772.46397603955
matmul,linear,"[(1536, 1536), (1536, 1536)]",276192,matmul_linear_3004,73.756125,374366.5273562026
matmul,linear,"[(1664, 1536), (1536, 1536)]",294624,matmul_linear_3005,78.2842856,376251.39382302796
matmul,linear,"[(1792, 1536), (1536, 1536)]",313056,matmul_linear_3006,82.6745535,378560.6479828161
matmul,linear,"[(1920, 1536), (1536, 1536)]",331488,matmul_linear_3007,87.1974464,380057.92168886267
matmul,linear,"[(2048, 1536), (1536, 1536)]",349920,matmul_linear_3008,91.6270001,381796.16556048306
matmul,linear,"[(128, 1536), (1536, 1664)]",24552,matmul_linear_3009,14.8543304,165185.1346298316
matmul,linear,"[(256, 1536), (1536, 1664)]",49104,matmul_linear_3010,28.0152859,175175.74116243448
matmul,linear,"[(384, 1536), (1536, 1664)]",73656,matmul_linear_3011,31.7804464,231665.1522981754
matmul,linear,"[(512, 1536), (1536, 1664)]",98208,matmul_linear_3012,35.794151899999996,274268.8417995455
matmul,linear,"[(640, 1536), (1536, 1664)]",122760,matmul_linear_3013,51.423857299999995,238621.88210976543
matmul,linear,"[(768, 1536), (1536, 1664)]",147312,matmul_linear_3014,53.986687200000006,272767.27087784704
matmul,linear,"[(896, 1536), (1536, 1664)]",171864,matmul_linear_3015,56.858134099999994,302168.0971164687
matmul,linear,"[(1024, 1536), (1536, 1664)]",196416,matmul_linear_3016,68.65127670000001,286006.84235097404
matmul,linear,"[(1152, 1536), (1536, 1664)]",220968,matmul_linear_3017,79.5898569,277533.36762576835
matmul,linear,"[(1280, 1536), (1536, 1664)]",245520,matmul_linear_3018,82.60697329999999,297114.61783662764
matmul,linear,"[(1408, 1536), (1536, 1664)]",270072,matmul_linear_3019,102.62310740000001,263068.79973954085
matmul,linear,"[(1536, 1536), (1536, 1664)]",294624,matmul_linear_3020,105.1848482,280001.17905936186
matmul,linear,"[(1664, 1536), (1536, 1664)]",319176,matmul_linear_3021,167.22471439999998,190766.52421276315
matmul,linear,"[(1792, 1536), (1536, 1664)]",339144,matmul_linear_3022,80.6751516,420282.228324192
matmul,linear,"[(1920, 1536), (1536, 1664)]",359112,matmul_linear_3023,84.9509642,422628.5745156969
matmul,linear,"[(2048, 1536), (1536, 1664)]",379080,matmul_linear_3024,89.3338749,424240.7110956966
matmul,linear,"[(128, 1536), (1536, 1792)]",26088,matmul_linear_3025,14.9824196,174024.07806279833
matmul,linear,"[(256, 1536), (1536, 1792)]",52176,matmul_linear_3026,28.0858395,185673.33250088536
matmul,linear,"[(384, 1536), (1536, 1792)]",78264,matmul_linear_3027,31.9077143,245182.37674486137
matmul,linear,"[(512, 1536), (1536, 1792)]",104352,matmul_linear_3028,35.8633304,290871.3036578443
matmul,linear,"[(640, 1536), (1536, 1792)]",130440,matmul_linear_3029,39.6920092,328530.37832813966
matmul,linear,"[(768, 1536), (1536, 1792)]",156528,matmul_linear_3030,61.4762946,254515.21553707952
matmul,linear,"[(896, 1536), (1536, 1792)]",182616,matmul_linear_3031,65.04572299999998,280650.20397574804
matmul,linear,"[(1024, 1536), (1536, 1792)]",208704,matmul_linear_3032,68.7493214,303472.4509711306
matmul,linear,"[(1152, 1536), (1536, 1792)]",234792,matmul_linear_3033,72.278107,324745.25362569327
matmul,linear,"[(1280, 1536), (1536, 1792)]",260880,matmul_linear_3034,75.9781429,343261.90652009216
matmul,linear,"[(1408, 1536), (1536, 1792)]",286968,matmul_linear_3035,79.58283930000002,360490.3012811959
matmul,linear,"[(1536, 1536), (1536, 1792)]",313056,matmul_linear_3036,83.4152767,375198.1616615557
matmul,linear,"[(1664, 1536), (1536, 1792)]",339144,matmul_linear_3037,87.1960265,388844.3287877344
matmul,linear,"[(1792, 1536), (1536, 1792)]",365232,matmul_linear_3038,81.11670519999998,450154.9741135197
matmul,linear,"[(1920, 1536), (1536, 1792)]",386736,matmul_linear_3039,85.4590178,452439.7201557821
matmul,linear,"[(2048, 1536), (1536, 1792)]",408240,matmul_linear_3040,89.9017053,453995.94694306643
matmul,linear,"[(128, 1536), (1536, 1920)]",27624,matmul_linear_3041,18.278008800000002,151032.43626406393
matmul,linear,"[(256, 1536), (1536, 1920)]",55248,matmul_linear_3042,31.097714200000002,177559.3599281326
matmul,linear,"[(384, 1536), (1536, 1920)]",82872,matmul_linear_3043,35.783732199999996,231491.27040415315
matmul,linear,"[(512, 1536), (1536, 1920)]",110496,matmul_linear_3044,40.3949822,273438.92484200676
matmul,linear,"[(640, 1536), (1536, 1920)]",138120,matmul_linear_3045,44.996705299999995,306855.8072732939
matmul,linear,"[(768, 1536), (1536, 1920)]",165744,matmul_linear_3046,49.77158059999999,332909.3157620154
matmul,linear,"[(896, 1536), (1536, 1920)]",193368,matmul_linear_3047,54.437875,355108.5749122279
matmul,linear,"[(1024, 1536), (1536, 1920)]",220992,matmul_linear_3048,78.13083909999999,282748.619758392
matmul,linear,"[(1152, 1536), (1536, 1920)]",248616,matmul_linear_3049,82.3825805,301682.243881035
matmul,linear,"[(1280, 1536), (1536, 1920)]",276240,matmul_linear_3050,86.93644649999999,317649.3572848069
matmul,linear,"[(1408, 1536), (1536, 1920)]",303864,matmul_linear_3051,91.26671429999999,332840.6589582901
matmul,linear,"[(1536, 1536), (1536, 1920)]",331488,matmul_linear_3052,95.76174119999999,346059.11933731637
matmul,linear,"[(1664, 1536), (1536, 1920)]",359112,matmul_linear_3053,100.1134284,358605.12651427684
matmul,linear,"[(1792, 1536), (1536, 1920)]",386736,matmul_linear_3054,104.63685699999999,369498.25733297784
matmul,linear,"[(1920, 1536), (1536, 1920)]",414360,matmul_linear_3055,102.8018482,402966.6833867293
matmul,linear,"[(2048, 1536), (1536, 1920)]",437400,matmul_linear_3056,150.8291341,289897.023857475
matmul,linear,"[(128, 1536), (1536, 2048)]",29160,matmul_linear_3057,18.3672857,158660.52932524483
matmul,linear,"[(256, 1536), (1536, 2048)]",58320,matmul_linear_3058,24.3378482,239526.77193458707
matmul,linear,"[(384, 1536), (1536, 2048)]",87480,matmul_linear_3059,39.7080179,220208.150913773
matmul,linear,"[(512, 1536), (1536, 2048)]",116640,matmul_linear_3060,45.4291789,256651.2836997369
matmul,linear,"[(640, 1536), (1536, 2048)]",145800,matmul_linear_3061,50.832419800000004,286724.8267024266
matmul,linear,"[(768, 1536), (1536, 2048)]",174960,matmul_linear_3062,56.21370520000001,311140.8253067794
matmul,linear,"[(896, 1536), (1536, 2048)]",204120,matmul_linear_3063,61.607428600000006,331223.68066405546
matmul,linear,"[(1024, 1536), (1536, 2048)]",233280,matmul_linear_3064,77.22215200000001,301989.4833389258
matmul,linear,"[(1152, 1536), (1536, 2048)]",262440,matmul_linear_3065,80.94769649999999,324109.3491814187
matmul,linear,"[(1280, 1536), (1536, 2048)]",291600,matmul_linear_3066,84.8468569,343578.0225620826
matmul,linear,"[(1408, 1536), (1536, 2048)]",320760,matmul_linear_3067,88.6959823,361539.8304435939
matmul,linear,"[(1536, 1536), (1536, 2048)]",349920,matmul_linear_3068,92.5721518,377897.04683973873
matmul,linear,"[(1664, 1536), (1536, 2048)]",379080,matmul_linear_3069,96.62944630000001,392202.77572231105
matmul,linear,"[(1792, 1536), (1536, 2048)]",408240,matmul_linear_3070,101.5668929,401841.99935006583
matmul,linear,"[(1920, 1536), (1536, 2048)]",437400,matmul_linear_3071,106.0057232,412519.2311095898
matmul,linear,"[(2048, 1536), (1536, 2048)]",466560,matmul_linear_3072,150.9818482,308917.2796016945
matmul,linear,"[(128, 1664), (1664, 128)]",6630,matmul_linear_3073,3.9422946999999993,168076.1639991044
matmul,linear,"[(256, 1664), (1664, 128)]",8294,matmul_linear_3074,5.0295714,164804.70738719404
matmul,linear,"[(384, 1664), (1664, 128)]",9958,matmul_linear_3075,6.156589500000001,161645.39491385611
matmul,linear,"[(512, 1664), (1664, 128)]",11622,matmul_linear_3076,7.3199911,158670.68484413868
matmul,linear,"[(640, 1664), (1664, 128)]",13286,matmul_linear_3077,8.3635713,158755.58361892603
matmul,linear,"[(768, 1664), (1664, 128)]",14950,matmul_linear_3078,9.3848394,159199.4761316853
matmul,linear,"[(896, 1664), (1664, 128)]",16614,matmul_linear_3079,10.4292946,159201.28198699077
matmul,linear,"[(1024, 1664), (1664, 128)]",18278,matmul_linear_3080,12.2444283,149176.05889121015
matmul,linear,"[(1152, 1664), (1664, 128)]",19942,matmul_linear_3081,13.3367144,149427.08292231255
matmul,linear,"[(1280, 1664), (1664, 128)]",21606,matmul_linear_3082,14.171294499999998,152363.13595416426
matmul,linear,"[(1408, 1664), (1664, 128)]",23270,matmul_linear_3083,15.1175981,153826.56853339684
matmul,linear,"[(1536, 1664), (1664, 128)]",24934,matmul_linear_3084,15.9570982,156156.48026656875
matmul,linear,"[(1664, 1664), (1664, 128)]",26598,matmul_linear_3085,16.909134,157199.5991397312
matmul,linear,"[(1792, 1664), (1664, 128)]",28262,matmul_linear_3086,17.7710181,158934.219879614
matmul,linear,"[(1920, 1664), (1664, 128)]",29926,matmul_linear_3087,18.7247146,159720.8605005921
matmul,linear,"[(2048, 1664), (1664, 128)]",31590,matmul_linear_3088,19.652982100000003,160638.96490243074
matmul,linear,"[(128, 1664), (1664, 256)]",8294,matmul_linear_3089,5.031249900000001,164749.69271750943
matmul,linear,"[(256, 1664), (1664, 256)]",16588,matmul_linear_3090,7.2446606000000004,228868.6282888117
matmul,linear,"[(384, 1664), (1664, 256)]",19916,matmul_linear_3091,9.2858658,214376.5004034411
matmul,linear,"[(512, 1664), (1664, 256)]",23244,matmul_linear_3092,12.3174018,188608.62847065684
matmul,linear,"[(640, 1664), (1664, 256)]",26572,matmul_linear_3093,14.0446962,189095.97563100012
matmul,linear,"[(768, 1664), (1664, 256)]",29900,matmul_linear_3094,15.927125100000001,187630.05054126182
matmul,linear,"[(896, 1664), (1664, 256)]",33228,matmul_linear_3095,17.835866199999998,186198.77364744977
matmul,linear,"[(1024, 1664), (1664, 256)]",36556,matmul_linear_3096,19.5718572,186678.39116872364
matmul,linear,"[(1152, 1664), (1664, 256)]",39884,matmul_linear_3097,21.441124900000002,185916.35961740048
matmul,linear,"[(1280, 1664), (1664, 256)]",43212,matmul_linear_3098,23.211857000000002,186063.47670933866
matmul,linear,"[(1408, 1664), (1664, 256)]",46540,matmul_linear_3099,25.057714200000003,185631.2268331323
matmul,linear,"[(1536, 1664), (1664, 256)]",49868,matmul_linear_3100,28.412580399999996,175413.80162570524
matmul,linear,"[(1664, 1664), (1664, 256)]",53196,matmul_linear_3101,28.7265713,185080.47087645298
matmul,linear,"[(1792, 1664), (1664, 256)]",56524,matmul_linear_3102,32.2028661,175424.74933279306
matmul,linear,"[(1920, 1664), (1664, 256)]",59852,matmul_linear_3103,33.841152099999995,176761.59095038613
matmul,linear,"[(2048, 1664), (1664, 256)]",63180,matmul_linear_3104,35.935330199999996,175715.83263147532
matmul,linear,"[(128, 1664), (1664, 384)]",9958,matmul_linear_3105,6.7904195000000005,146547.78810793647
matmul,linear,"[(256, 1664), (1664, 384)]",19916,matmul_linear_3106,8.613562499999999,231116.7584550528
matmul,linear,"[(384, 1664), (1664, 384)]",29874,matmul_linear_3107,11.895973299999998,251026.9926942422
matmul,linear,"[(512, 1664), (1664, 384)]",34866,matmul_linear_3108,13.716991100000001,254081.1082752689
matmul,linear,"[(640, 1664), (1664, 384)]",39858,matmul_linear_3109,15.183009000000002,262417.1334614897
matmul,linear,"[(768, 1664), (1664, 384)]",44850,matmul_linear_3110,16.5958751,270147.8762328116
matmul,linear,"[(896, 1664), (1664, 384)]",49842,matmul_linear_3111,17.174008799999996,290117.6223410344
matmul,linear,"[(1024, 1664), (1664, 384)]",54834,matmul_linear_3112,18.521125100000003,295961.9276849439
matmul,linear,"[(1152, 1664), (1664, 384)]",59826,matmul_linear_3113,19.9359823,299990.55535728484
matmul,linear,"[(1280, 1664), (1664, 384)]",64818,matmul_linear_3114,21.456160599999997,301995.054228854
matmul,linear,"[(1408, 1664), (1664, 384)]",69810,matmul_linear_3115,22.8689998,305160.39883913065
matmul,linear,"[(1536, 1664), (1664, 384)]",74802,matmul_linear_3116,27.5151787,271757.22039304796
matmul,linear,"[(1664, 1664), (1664, 384)]",79794,matmul_linear_3117,28.795393,277006.82747063047
matmul,linear,"[(1792, 1664), (1664, 384)]",84786,matmul_linear_3118,30.035857299999996,282182.60359993123
matmul,linear,"[(1920, 1664), (1664, 384)]",89778,matmul_linear_3119,31.2348751,287328.7145780839
matmul,linear,"[(2048, 1664), (1664, 384)]",94770,matmul_linear_3120,32.39884820000001,292410.3985641069
matmul,linear,"[(128, 1664), (1664, 512)]",11622,matmul_linear_3121,8.4262052,137826.8570388008
matmul,linear,"[(256, 1664), (1664, 512)]",23244,matmul_linear_3122,10.387982099999999,223658.56808609638
matmul,linear,"[(384, 1664), (1664, 512)]",34866,matmul_linear_3123,17.5992586,198010.61813706177
matmul,linear,"[(512, 1664), (1664, 512)]",46488,matmul_linear_3124,19.6334287,236679.8345889529
matmul,linear,"[(640, 1664), (1664, 512)]",53144,matmul_linear_3125,23.320160800000004,227788.65160826844
matmul,linear,"[(768, 1664), (1664, 512)]",59800,matmul_linear_3126,26.936991,221899.5544416969
matmul,linear,"[(896, 1664), (1664, 512)]",66456,matmul_linear_3127,30.586848200000002,217169.85260285824
matmul,linear,"[(1024, 1664), (1664, 512)]",73112,matmul_linear_3128,37.2483124,196182.71803261613
matmul,linear,"[(1152, 1664), (1664, 512)]",79768,matmul_linear_3129,27.7348662,287509.10337472626
matmul,linear,"[(1280, 1664), (1664, 512)]",86424,matmul_linear_3130,29.7800091,290108.104738289
matmul,linear,"[(1408, 1664), (1664, 512)]",93080,matmul_linear_3131,31.8888482,291788.8741801593
matmul,linear,"[(1536, 1664), (1664, 512)]",99736,matmul_linear_3132,36.883143,270310.7944379903
matmul,linear,"[(1664, 1664), (1664, 512)]",106392,matmul_linear_3133,36.1124285,294513.2520553139
matmul,linear,"[(1792, 1664), (1664, 512)]",113048,matmul_linear_3134,41.1155715,274851.7904670253
matmul,linear,"[(1920, 1664), (1664, 512)]",119704,matmul_linear_3135,43.07798240000001,277777.4523107655
matmul,linear,"[(2048, 1664), (1664, 512)]",126360,matmul_linear_3136,45.376312299999995,278371.2851158687
matmul,linear,"[(128, 1664), (1664, 640)]",13286,matmul_linear_3137,10.137973400000002,130951.8332983592
matmul,linear,"[(256, 1664), (1664, 640)]",26572,matmul_linear_3138,12.2858482,216181.36346337077
matmul,linear,"[(384, 1664), (1664, 640)]",39858,matmul_linear_3139,21.189277100000005,188004.57672480005
matmul,linear,"[(512, 1664), (1664, 640)]",53144,matmul_linear_3140,23.0015802,230944.9957694646
matmul,linear,"[(640, 1664), (1664, 640)]",66430,matmul_linear_3141,33.877017900000006,195991.6400495806
matmul,linear,"[(768, 1664), (1664, 640)]",74750,matmul_linear_3142,23.456964000000003,318568.6904579808
matmul,linear,"[(896, 1664), (1664, 640)]",83070,matmul_linear_3143,25.6811253,323367.1340511702
matmul,linear,"[(1024, 1664), (1664, 640)]",91390,matmul_linear_3144,27.839277,328177.20346329396
matmul,linear,"[(1152, 1664), (1664, 640)]",99710,matmul_linear_3145,30.296294699999997,329016.1542602766
matmul,linear,"[(1280, 1664), (1664, 640)]",108030,matmul_linear_3146,32.3495803,333845.59990628384
matmul,linear,"[(1408, 1664), (1664, 640)]",116350,matmul_linear_3147,34.672026699999996,335473.114911105
matmul,linear,"[(1536, 1664), (1664, 640)]",124670,matmul_linear_3148,36.6689734,339887.70197368006
matmul,linear,"[(1664, 1664), (1664, 640)]",132990,matmul_linear_3149,38.9999821,340900.1565103283
matmul,linear,"[(1792, 1664), (1664, 640)]",141310,matmul_linear_3150,41.2903213,342135.1668646375
matmul,linear,"[(1920, 1664), (1664, 640)]",149630,matmul_linear_3151,43.4750269,344074.6001541864
matmul,linear,"[(2048, 1664), (1664, 640)]",157950,matmul_linear_3152,44.9905624,350973.6287217428
matmul,linear,"[(128, 1664), (1664, 768)]",14950,matmul_linear_3153,8.6152856,173428.78005576506
matmul,linear,"[(256, 1664), (1664, 768)]",29900,matmul_linear_3154,14.3042766,208928.39644473878
matmul,linear,"[(384, 1664), (1664, 768)]",44850,matmul_linear_3155,24.585848300000002,182322.01551369694
matmul,linear,"[(512, 1664), (1664, 768)]",59800,matmul_linear_3156,26.722303699999998,223683.10145468486
matmul,linear,"[(640, 1664), (1664, 768)]",74750,matmul_linear_3157,28.631705399999998,260974.2146012721
matmul,linear,"[(768, 1664), (1664, 768)]",89700,matmul_linear_3158,39.3999912,227565.02546833054
matmul,linear,"[(896, 1664), (1664, 768)]",99684,matmul_linear_3159,44.8232948,222293.29001758256
matmul,linear,"[(1024, 1664), (1664, 768)]",109668,matmul_linear_3160,50.3167233,217855.36912476178
matmul,linear,"[(1152, 1664), (1664, 768)]",119652,matmul_linear_3161,55.82255369999999,214243.4724305707
matmul,linear,"[(1280, 1664), (1664, 768)]",129636,matmul_linear_3162,37.3567053,346922.037834798
matmul,linear,"[(1408, 1664), (1664, 768)]",139620,matmul_linear_3163,39.7851787,350834.7062452681
matmul,linear,"[(1536, 1664), (1664, 768)]",149604,matmul_linear_3164,46.47757120000001,321784.28985721176
matmul,linear,"[(1664, 1664), (1664, 768)]",159588,matmul_linear_3165,44.6108749,357633.4010098062
matmul,linear,"[(1792, 1664), (1664, 768)]",169572,matmul_linear_3166,50.7855716,333797.9845212572
matmul,linear,"[(1920, 1664), (1664, 768)]",179556,matmul_linear_3167,53.7785714,333780.19675063365
matmul,linear,"[(2048, 1664), (1664, 768)]",189540,matmul_linear_3168,55.705535499999996,340153.4385474134
matmul,linear,"[(128, 1664), (1664, 896)]",16614,matmul_linear_3169,13.547857100000002,122531.94007264808
matmul,linear,"[(256, 1664), (1664, 896)]",33228,matmul_linear_3170,16.0417232,207034.8544400766
matmul,linear,"[(384, 1664), (1664, 896)]",49842,matmul_linear_3171,28.2140178,176556.8673533622
matmul,linear,"[(512, 1664), (1664, 896)]",66456,matmul_linear_3172,30.298999900000002,219233.972142097
matmul,linear,"[(640, 1664), (1664, 896)]",83070,matmul_linear_3173,32.325991,256875.88049195457
matmul,linear,"[(768, 1664), (1664, 896)]",99684,matmul_linear_3174,34.3408301,290178.36458734877
matmul,linear,"[(896, 1664), (1664, 896)]",116298,matmul_linear_3175,31.927124799999994,364160.79933135735
matmul,linear,"[(1024, 1664), (1664, 896)]",127946,matmul_linear_3176,34.3664375,372199.2818211082
matmul,linear,"[(1152, 1664), (1664, 896)]",139594,matmul_linear_3177,37.1365625,375793.70313959464
matmul,linear,"[(1280, 1664), (1664, 896)]",151242,matmul_linear_3178,39.84185720000001,379505.79809517507
matmul,linear,"[(1408, 1664), (1664, 896)]",162890,matmul_linear_3179,42.373678700000006,384313.16637443606
matmul,linear,"[(1536, 1664), (1664, 896)]",174538,matmul_linear_3180,45.0702948,387157.2850355529
matmul,linear,"[(1664, 1664), (1664, 896)]",186186,matmul_linear_3181,68.6401251,271149.5056335496
matmul,linear,"[(1792, 1664), (1664, 896)]",197834,matmul_linear_3182,72.8156068,271591.7549604215
matmul,linear,"[(1920, 1664), (1664, 896)]",209482,matmul_linear_3183,77.052866,271767.88872979756
matmul,linear,"[(2048, 1664), (1664, 896)]",221130,matmul_linear_3184,81.129866,272463.00410997844
matmul,linear,"[(128, 1664), (1664, 1024)]",18278,matmul_linear_3185,10.4225892,175269.09158810557
matmul,linear,"[(256, 1664), (1664, 1024)]",36556,matmul_linear_3186,19.207277,190223.69866899925
matmul,linear,"[(384, 1664), (1664, 1024)]",54834,matmul_linear_3187,22.3288841,245474.29629902553
matmul,linear,"[(512, 1664), (1664, 1024)]",73112,matmul_linear_3188,25.674723399999998,284662.5614537292
matmul,linear,"[(640, 1664), (1664, 1024)]",91390,matmul_linear_3189,39.789455200000006,229583.969133611
matmul,linear,"[(768, 1664), (1664, 1024)]",109668,matmul_linear_3190,42.6562592,256997.08740704576
matmul,linear,"[(896, 1664), (1664, 1024)]",127946,matmul_linear_3191,45.572535599999995,280652.42756516713
matmul,linear,"[(1024, 1664), (1664, 1024)]",146224,matmul_linear_3192,48.2304285,303077.8994043148
matmul,linear,"[(1152, 1664), (1664, 1024)]",159536,matmul_linear_3193,52.3265355,304785.462940691
matmul,linear,"[(1280, 1664), (1664, 1024)]",172848,matmul_linear_3194,56.4458303,306119.25318724563
matmul,linear,"[(1408, 1664), (1664, 1024)]",186160,matmul_linear_3195,60.570428800000016,307244.69556867314
matmul,linear,"[(1536, 1664), (1664, 1024)]",199472,matmul_linear_3196,64.83200000000001,307575.222112537
matmul,linear,"[(1664, 1664), (1664, 1024)]",212784,matmul_linear_3197,68.939875,308551.56050834147
matmul,linear,"[(1792, 1664), (1664, 1024)]",226096,matmul_linear_3198,73.1481338,308993.3264520277
matmul,linear,"[(1920, 1664), (1664, 1024)]",239408,matmul_linear_3199,77.23871419999999,309858.5518475656
matmul,linear,"[(2048, 1664), (1664, 1024)]",252720,matmul_linear_3200,81.524875,309891.27566892933
matmul,linear,"[(128, 1664), (1664, 1152)]",19942,matmul_linear_3201,12.3281606,161659.7356737874
matmul,linear,"[(256, 1664), (1664, 1152)]",39884,matmul_linear_3202,19.8109732,201222.7699485253
matmul,linear,"[(384, 1664), (1664, 1152)]",59826,matmul_linear_3203,26.669009,224227.79560725336
matmul,linear,"[(512, 1664), (1664, 1152)]",79768,matmul_linear_3204,37.629437300000006,211882.97323462763
matmul,linear,"[(640, 1664), (1664, 1152)]",99710,matmul_linear_3205,40.1265535,248388.82174742472
matmul,linear,"[(768, 1664), (1664, 1152)]",119652,matmul_linear_3206,42.5324285,281219.46427653433
matmul,linear,"[(896, 1664), (1664, 1152)]",139594,matmul_linear_3207,44.7511341,311833.99409290054
matmul,linear,"[(1024, 1664), (1664, 1152)]",159536,matmul_linear_3208,47.159285700000005,338191.80750292825
matmul,linear,"[(1152, 1664), (1664, 1152)]",179478,matmul_linear_3209,44.7583035,400893.750802016
matmul,linear,"[(1280, 1664), (1664, 1152)]",194454,matmul_linear_3210,48.110839399999996,404079.187944079
matmul,linear,"[(1408, 1664), (1664, 1152)]",209430,matmul_linear_3211,51.8229909,404025.65226913604
matmul,linear,"[(1536, 1664), (1664, 1152)]",224406,matmul_linear_3212,55.105374899999994,407130.69284480996
matmul,linear,"[(1664, 1664), (1664, 1152)]",239382,matmul_linear_3213,58.57056239999999,408607.01968878484
matmul,linear,"[(1792, 1664), (1664, 1152)]",254358,matmul_linear_3214,61.87516050000001,410982.57004036376
matmul,linear,"[(1920, 1664), (1664, 1152)]",269334,matmul_linear_3215,65.4499912,411411.13248736394
matmul,linear,"[(2048, 1664), (1664, 1152)]",284310,matmul_linear_3216,68.67571430000001,413889.1414278307
matmul,linear,"[(128, 1664), (1664, 1280)]",21606,matmul_linear_3217,12.329455300000001,175138.8850462842
matmul,linear,"[(256, 1664), (1664, 1280)]",43212,matmul_linear_3218,22.895982099999998,188631.8037342456
matmul,linear,"[(384, 1664), (1664, 1280)]",64818,matmul_linear_3219,26.502419600000003,244473.8954340606
matmul,linear,"[(512, 1664), (1664, 1280)]",86424,matmul_linear_3220,30.158991099999998,286461.31006981863
matmul,linear,"[(640, 1664), (1664, 1280)]",108030,matmul_linear_3221,33.4435802,322921.6363019651
matmul,linear,"[(768, 1664), (1664, 1280)]",129636,matmul_linear_3222,50.670410700000005,255741.62079823046
matmul,linear,"[(896, 1664), (1664, 1280)]",151242,matmul_linear_3223,53.8134106,280948.9027060478
matmul,linear,"[(1024, 1664), (1664, 1280)]",172848,matmul_linear_3224,57.0025715,303128.42540533456
matmul,linear,"[(1152, 1664), (1664, 1280)]",194454,matmul_linear_3225,60.258008999999994,322602.331568904
matmul,linear,"[(1280, 1664), (1664, 1280)]",216060,matmul_linear_3226,100.42256239999999,215050.85339029352
matmul,linear,"[(1408, 1664), (1664, 1280)]",232700,matmul_linear_3227,109.531009,212351.2520468062
matmul,linear,"[(1536, 1664), (1664, 1280)]",249340,matmul_linear_3228,64.3804197,387191.66594730975
matmul,linear,"[(1664, 1664), (1664, 1280)]",265980,matmul_linear_3229,68.0908571,390525.1313731811
matmul,linear,"[(1792, 1664), (1664, 1280)]",282620,matmul_linear_3230,71.0572766,397635.4797749173
matmul,linear,"[(1920, 1664), (1664, 1280)]",299260,matmul_linear_3231,73.8574553,405085.906804455
matmul,linear,"[(2048, 1664), (1664, 1280)]",315900,matmul_linear_3232,83.71258030000001,377262.6363778443
matmul,linear,"[(128, 1664), (1664, 1408)]",23270,matmul_linear_3233,16.0599821,144794.30844384318
matmul,linear,"[(256, 1664), (1664, 1408)]",46540,matmul_linear_3234,23.5244195,197736.97531834952
matmul,linear,"[(384, 1664), (1664, 1408)]",69810,matmul_linear_3235,32.284009100000006,216137.084383674
matmul,linear,"[(512, 1664), (1664, 1408)]",93080,matmul_linear_3236,45.0297319,206607.87071685854
matmul,linear,"[(640, 1664), (1664, 1408)]",116350,matmul_linear_3237,47.78671430000001,243377.71489281903
matmul,linear,"[(768, 1664), (1664, 1408)]",139620,matmul_linear_3238,50.191303600000005,278075.67982035835
matmul,linear,"[(896, 1664), (1664, 1408)]",162890,matmul_linear_3239,52.907428700000004,307777.36996940844
matmul,linear,"[(1024, 1664), (1664, 1408)]",186160,matmul_linear_3240,55.4864016,335405.6277428522
matmul,linear,"[(1152, 1664), (1664, 1408)]",209430,matmul_linear_3241,73.94642859999999,283118.54613543843
matmul,linear,"[(1280, 1664), (1664, 1408)]",232700,matmul_linear_3242,76.6629375,303436.50354188425
matmul,linear,"[(1408, 1664), (1664, 1408)]",255970,matmul_linear_3243,74.9074464,341615.02607783466
matmul,linear,"[(1536, 1664), (1664, 1408)]",274274,matmul_linear_3244,79.56913410000001,344598.98799615056
matmul,linear,"[(1664, 1664), (1664, 1408)]",292578,matmul_linear_3245,84.5080181,346113.3020961238
matmul,linear,"[(1792, 1664), (1664, 1408)]",310882,matmul_linear_3246,89.224259,348327.6624813438
matmul,linear,"[(1920, 1664), (1664, 1408)]",329186,matmul_linear_3247,93.9932946,350122.8551524781
matmul,linear,"[(2048, 1664), (1664, 1408)]",347490,matmul_linear_3248,98.862134,351389.47927828465
matmul,linear,"[(128, 1664), (1664, 1536)]",24934,matmul_linear_3249,16.028580499999997,155459.62675546974
matmul,linear,"[(256, 1664), (1664, 1536)]",49868,matmul_linear_3250,26.6652857,186914.6847892202
matmul,linear,"[(384, 1664), (1664, 1536)]",74802,matmul_linear_3251,32.5928749,229404.14846651038
matmul,linear,"[(512, 1664), (1664, 1536)]",99736,matmul_linear_3252,37.2063034,267962.1047669035
matmul,linear,"[(640, 1664), (1664, 1536)]",124670,matmul_linear_3253,41.6731429,299061.5014474946
matmul,linear,"[(768, 1664), (1664, 1536)]",149604,matmul_linear_3254,46.0979999,324434.6876752456
matmul,linear,"[(896, 1664), (1664, 1536)]",174538,matmul_linear_3255,62.0384287,281238.52461675904
matmul,linear,"[(1024, 1664), (1664, 1536)]",199472,matmul_linear_3256,65.5838124,304048.22301486094
matmul,linear,"[(1152, 1664), (1664, 1536)]",224406,matmul_linear_3257,69.17271410000001,324314.045219602
matmul,linear,"[(1280, 1664), (1664, 1536)]",249340,matmul_linear_3258,72.4135713,344227.72134247713
matmul,linear,"[(1408, 1664), (1664, 1536)]",274274,matmul_linear_3259,76.17488369999998,359958.3114510224
matmul,linear,"[(1536, 1664), (1664, 1536)]",299208,matmul_linear_3260,79.8398662,374660.14708050695
matmul,linear,"[(1664, 1664), (1664, 1536)]",319176,matmul_linear_3261,84.64616950000001,376970.8135824149
